,reactions,new_reaction,solved_by,confidence,modifiers,issue
291,CCN1CCCN(CC1)c1ncc(cn1)C(=O)OC.COc1cc(CCc2cc(N)[nH]n2)cc(OC)c1>>CCN1CCCN(CC1)c1ncc(cn1)C(=O)Nc1cc(CCc2cc(OC)cc(OC)c2)n[nH]1,CCN1CCCN(CC1)c1ncc(cn1)C(=O)OC.COc1cc(CCc2cc(N)[nH]n2)cc(OC)c1.[O]>>CCN1CCCN(CC1)c1ncc(cn1)C(=O)Nc1cc(CCc2cc(OC)cc(OC)c2)n[nH]1.C=O.O,rule-based-method,,[],
292,COc1cc(OC)c(CCC2(CC(=O)CC(=O)O2)C2CCCC2)cc1Cl.Cc1cc(=O)[nH]c(CCl)n1>>COc1cc(OC)c(CCC2(CC(O)=C(Cc3nc(C)cc(=O)[nH]3)C(=O)O2)C2CCCC2)cc1Cl,COc1cc(OC)c(CCC2(CC(=O)CC(=O)O2)C2CCCC2)cc1Cl.Cc1cc(=O)[nH]c(CCl)n1>>COc1cc(OC)c(CCC2(CC(O)=C(Cc3nc(C)cc(=O)[nH]3)C(=O)O2)C2CCCC2)cc1Cl.[H+].[Cl-],rule-based-method,,[],
293,O=C(CCC1=CCCCC1)C1CCCC1.COC(=O)CC(C)=O>>O=C1CC(=O)OC(CCC2=CCCCC2)(C1)C1CCCC1,O=C(CCC1=CCCCC1)C1CCCC1.COC(=O)CC(C)=O.[O]>>O=C1CC(=O)OC(CCC2=CCCCC2)(C1)C1CCCC1.C=O.O,rule-based-method,,[],
294,COCCOc1cc2ncnc(Oc3cccc(N)c3)c2cc1OC.CC(C)c1cc(NC(=O)Oc2ccccc2)no1>>COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)C)c3)c2cc1OC,COCCOc1cc2ncnc(Oc3cccc(N)c3)c2cc1OC.CC(C)c1cc(NC(=O)Oc2ccccc2)no1>>COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)C)c3)c2cc1OC.Oc1ccccc1,mcs-based-method,,[],
295,CCCCCC1CCC(CC1)c1ccc(cc1)-c1ccc(cc1)C(O)=O.Oc1ccc(C=O)c(Cl)c1>>CCCCCC1CCC(CC1)c1ccc(cc1)-c1ccc(cc1)C(=O)Oc1ccc(C=O)c(Cl)c1,CCCCCC1CCC(CC1)c1ccc(cc1)-c1ccc(cc1)C(O)=O.Oc1ccc(C=O)c(Cl)c1>>CCCCCC1CCC(CC1)c1ccc(cc1)-c1ccc(cc1)C(=O)Oc1ccc(C=O)c(Cl)c1.O,rule-based-method,,[],
296,COC=Cc1ccc(OC2CC(N(C2)C(=O)C(C)CSC(=O)c2ccccc2)C(O)=O)cc1.CNS(=O)(=O)c1cc(c(Cl)cc1N)S(N)(=O)=O>>CC(CSC(=O)c1ccccc1)C(=O)N1CC(CC1C(O)=O)Oc1ccc(CC2Nc3cc(Cl)c(cc3S(=O)(=O)N2C)S(N)(=O)=O)cc1,COC=Cc1ccc(OC2CC(N(C2)C(=O)C(C)CSC(=O)c2ccccc2)C(O)=O)cc1.CNS(=O)(=O)c1cc(c(Cl)cc1N)S(N)(=O)=O.[O]>>CC(CSC(=O)c1ccccc1)C(=O)N1CC(CC1C(O)=O)Oc1ccc(CC2Nc3cc(Cl)c(cc3S(=O)(=O)N2C)S(N)(=O)=O)cc1.C=O.O,rule-based-method,,[],
297,CI.CC(C)(C)OC(=O)NCCCN.S=C=S>>CSC(=S)NCCCNC(=O)OC(C)(C)C,CI.CC(C)(C)OC(=O)NCCCN.S=C=S>>CSC(=S)NCCCNC(=O)OC(C)(C)C.[H+].[I-],rule-based-method,,[],
298,CC(C)c1cc(-c2cccc(C=C)c2)c2ncccc2c1.Clc1ccc(cc1)C(=[N+]=[N-])c1ccc(Cl)cc1>>CC(C)c1cc(-c2cccc(c2)C2CC2(c2ccc(Cl)cc2)c2ccc(Cl)cc2)c2ncccc2c1,CC(C)c1cc(-c2cccc(C=C)c2)c2ncccc2c1.Clc1ccc(cc1)C(=[N+]=[N-])c1ccc(Cl)cc1>>CC(C)c1cc(-c2cccc(c2)C2CC2(c2ccc(Cl)cc2)c2ccc(Cl)cc2)c2ncccc2c1.N#N,rule-based-method,,[],
299,CC(C)O.CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(O)=O>>CC(C)OC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,CC(C)O.CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(O)=O>>CC(C)OC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1.O,rule-based-method,,[],
300,CCOC(CN)OCC.CCC(=Cc1ccccc1C(=O)OC)[N+]([O-])=O>>CCOC(CN1C(C(CC)[N+]([O-])=O)c2ccccc2C1=O)OCC,CCOC(CN)OCC.CCC(=Cc1ccccc1C(=O)OC)[N+]([O-])=O.[O]>>CCOC(CN1C(C(CC)[N+]([O-])=O)c2ccccc2C1=O)OCC.C=O.O,rule-based-method,,[],
301,CC(C)(C)OC(=O)Nc1ccc(cc1N)C(F)(F)F.CC(C)(C)OC(=O)CC(=O)c1cccc(c1)-c1ccc(nc1)C1CC1>>CC(C)(C)OC(=O)Nc1ccc(cc1NC(=O)CC(=O)c1cccc(c1)-c1ccc(nc1)C1CC1)C(F)(F)F,CC(C)(C)OC(=O)Nc1ccc(cc1N)C(F)(F)F.CC(C)(C)OC(=O)CC(=O)c1cccc(c1)-c1ccc(nc1)C1CC1>>CC(C)(C)OC(=O)Nc1ccc(cc1NC(=O)CC(=O)c1cccc(c1)-c1ccc(nc1)C1CC1)C(F)(F)F.CC(C)(C)O,mcs-based-method,,[],
302,COc1ccc(cc1C)-c1nsc2ccc(cc12)-n1c(=O)cc([nH]c1=O)C(F)(F)F.CI>>COc1ccc(cc1C)-c1nsc2ccc(cc12)-n1c(=O)cc(n(C)c1=O)C(F)(F)F,COc1ccc(cc1C)-c1nsc2ccc(cc12)-n1c(=O)cc([nH]c1=O)C(F)(F)F.CI>>COc1ccc(cc1C)-c1nsc2ccc(cc12)-n1c(=O)cc(n(C)c1=O)C(F)(F)F.[H+].[I-],rule-based-method,,[],
303,Cc1cccc(N)c(=O)c1.COC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C>>CN1C(C(=O)Nc2cccc(C)cc2=O)=C(O)c2ccccc2S1(=O)=O,Cc1cccc(N)c(=O)c1.COC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C.[O]>>CN1C(C(=O)Nc2cccc(C)cc2=O)=C(O)c2ccccc2S1(=O)=O.C=O.O,rule-based-method,,[],
304,OC(=O)C1CCN(CC1)c1ccc(F)cc1.ClS(Cl)=O>>Fc1ccc(cc1)N1CCC(CC1)C(Cl)=O,OC(=O)C1CCN(CC1)c1ccc(F)cc1.ClS(Cl)=O>>Fc1ccc(cc1)N1CCC(CC1)C(Cl)=O.O=S(O)Cl,mcs-based-method,,['default single bond'],
305,CCOC(=O)C1CCC(N1C)C(=O)OCC.NCc1ccccc1>>CCOC(=O)C1CCC(N1C)C(=O)NCc1ccccc1,CCOC(=O)C1CCC(N1C)C(=O)OCC.NCc1ccccc1>>CCOC(=O)C1CCC(N1C)C(=O)NCc1ccccc1.CCO,mcs-based-method,,[],
306,BrCC#C.Oc1ccc(cn1)-c1ccc(Cl)cc1>>Clc1ccc(cc1)-c1ccc(OCC#C)nc1,BrCC#C.Oc1ccc(cn1)-c1ccc(Cl)cc1>>Clc1ccc(cc1)-c1ccc(OCC#C)nc1.[H+].[Br-],rule-based-method,,[],
307,CI.CC(=O)N1CC(C)(C)c2cc(O)ccc12>>COc1ccc2N(CC(C)(C)c2c1)C(C)=O,CI.CC(=O)N1CC(C)(C)c2cc(O)ccc12>>COc1ccc2N(CC(C)(C)c2c1)C(C)=O.[H+].[I-],rule-based-method,,[],
308,CCOC(=O)CC(C[N+]([O-])=O)c1cc2ccccc2o1>>O=C1CC(CN1)c1cc2ccccc2o1,CCOC(=O)CC(C[N+]([O-])=O)c1cc2ccccc2o1.[H].[H]>>O=C1CC(CN1)c1cc2ccccc2o1.C=O.C=O.O,rule-based-method,,[],
309,Nc1nc(-c2cccc(F)c2)c(-c2ccc(=O)[nH]c2)c(=O)n1CC=C.CI>>Cn1cc(ccc1=O)-c1c(nc(N)n(CC=C)c1=O)-c1cccc(F)c1,Nc1nc(-c2cccc(F)c2)c(-c2ccc(=O)[nH]c2)c(=O)n1CC=C.CI>>Cn1cc(ccc1=O)-c1c(nc(N)n(CC=C)c1=O)-c1cccc(F)c1.[H+].[I-],rule-based-method,,[],
310,CC(C)C(C)(NC(=O)c1nc(C)c(OC(C)=O)cc1C(O)=O)C(N)=O.CO>>COC(=O)c1cc(OC(C)=O)c(C)nc1C(=O)NC(C)(C(C)C)C(N)=O,CC(C)C(C)(NC(=O)c1nc(C)c(OC(C)=O)cc1C(O)=O)C(N)=O.CO>>COC(=O)c1cc(OC(C)=O)c(C)nc1C(=O)NC(C)(C(C)C)C(N)=O.O,rule-based-method,,[],
311,CC(C)(C)OC(=O)N1CCC(O)C1.CC(O)=S>>CC(=O)SC1CCN(C1)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCC(O)C1.CC(O)=S>>CC(=O)SC1CCN(C1)C(=O)OC(C)(C)C.O,rule-based-method,,[],
312,CN(CCCCCCCCCO[Si](C)(C)C(C)(C)C)C1C2CCC1C(O)C2.CCOC(=O)C(O)(c1cccs1)c1cccs1>>CN(CCCCCCCCCO[Si](C)(C)C(C)(C)C)C1C2CCC1C(C2)OC(=O)C(O)(c1cccs1)c1cccs1,CN(CCCCCCCCCO[Si](C)(C)C(C)(C)C)C1C2CCC1C(O)C2.CCOC(=O)C(O)(c1cccs1)c1cccs1>>CN(CCCCCCCCCO[Si](C)(C)C(C)(C)C)C1C2CCC1C(C2)OC(=O)C(O)(c1cccs1)c1cccs1.CCO,mcs-based-method,,[],
313,Cn1nc(c(CBr)c1OC(F)F)C(F)(F)F.NC(N)=S>>Br.Cn1nc(c(CSC(N)=N)c1OC(F)F)C(F)(F)F,Cn1nc(c(CBr)c1OC(F)F)C(F)(F)F.NC(N)=S>>Br.Cn1nc(c(CSC(N)=N)c1OC(F)F)C(F)(F)F,,,[],
314,COCC(=O)CC(=O)OC.[O-]N=O.Nc1ccccc1F>>COCC(=O)C(=NNc1ccccc1F)C(=O)OC,COCC(=O)CC(=O)OC.[O-]N=O.Nc1ccccc1F>>COCC(=O)C(=NNc1ccccc1F)C(=O)OC.[OH-].[OH-].[H+],rule-based-method,,[],
315,CI.COc1ccccc1N1Sc2ccccc2CC1=O>>COc1ccccc1N1Sc2ccccc2C(C)C1=O,CI.COc1ccccc1N1Sc2ccccc2CC1=O>>COc1ccccc1N1Sc2ccccc2C(C)C1=O.[H+].[I-],rule-based-method,,[],
316,[C-]#N.COC(=O)c1cc(F)cc(Cl)c1>>COC(=O)c1cc(Cl)cc(c1)C#N,[C-]#N.COC(=O)c1cc(F)cc(Cl)c1>>COC(=O)c1cc(Cl)cc(c1)C#N.[F-],rule-based-method,,[],
317,OC(=O)CCC1CCCCC1.CN1c2ccccc2C(=NC(NC(=O)OCc2ccccc2)C1=S)c1ccccc1>>CN1c2ccccc2C(=NC(NC(=O)CCC2CCCCC2)C1=S)c1ccccc1,OC(=O)CCC1CCCCC1.CN1c2ccccc2C(=NC(NC(=O)OCc2ccccc2)C1=S)c1ccccc1>>CN1c2ccccc2C(=NC(NC(=O)CCC2CCCCC2)C1=S)c1ccccc1.O=C(O)OCc1ccccc1,mcs-based-method,,['default single bond'],
318,Cc1ccnc(C(O)=O)c1Oc1cc(Cl)cc(Br)c1.[N-]=[N+]=[N-]>>Cc1ccnc(N)c1Oc1cc(Cl)cc(Br)c1,Cc1ccnc(C(O)=O)c1Oc1cc(Cl)cc(Br)c1.[N-]=[N+]=[N-]>>Cc1ccnc(N)c1Oc1cc(Cl)cc(Br)c1,,,[],
319,C[Mg+].O=C1CN(C1)C(c1ccccc1)c1ccccc1>>CC1(O)CN(C1)C(c1ccccc1)c1ccccc1,C[Mg+].O=C1CN(C1)C(c1ccccc1)c1ccccc1>>CC1(O)CN(C1)C(c1ccccc1)c1ccccc1.O[Mg+],mcs-based-method,,"['form M-OH', 'default single bond']",
320,COc1ccc(cc1)N1CCN(CC1)C(=O)C(CC(C)C)C1OC(C)(C)OC1=O.NO>>COc1ccc(cc1)N1CCN(CC1)C(=O)C(CC(C)C)C(O)C(=O)NO,COc1ccc(cc1)N1CCN(CC1)C(=O)C(CC(C)C)C1OC(C)(C)OC1=O.NO>>COc1ccc(cc1)N1CCN(CC1)C(=O)C(CC(C)C)C(O)C(=O)NO.CC(C)(O)O,mcs-based-method,,"['append O when next to O or N', 'default single bond']",
321,COc1ccc(Br)nc1.COc1ccc(OCc2ccccc2)cc1C=O.CC(=O)OC(C)=O>>COc1ccc(nc1)C(OC(C)=O)c1cc(OCc2ccccc2)ccc1OC,COc1ccc(Br)nc1.COc1ccc(OCc2ccccc2)cc1C=O.CC(=O)OC(C)=O>>COc1ccc(nc1)C(OC(C)=O)c1cc(OCc2ccccc2)ccc1OC.Br.CC(=O)O,mcs-based-method,,['bond restriction'],
322,O.ON=C1CC2(CCN(CC2)C(=O)OCc2ccccc2)c2ccccc12>>O=C(OCc1ccccc1)N1CCC2(CC1)CC(=O)Nc1ccccc21,O.ON=C1CC2(CCN(CC2)C(=O)OCc2ccccc2)c2ccccc12>>O=C(OCc1ccccc1)N1CCC2(CC1)CC(=O)Nc1ccccc21.O,rule-based-method,,[],
323,CC(=O)CCC(O)=O.NCCc1c[nH]c2ccccc12>>CC12CCC(=O)N1CCc1c2[nH]c2ccccc12,CC(=O)CCC(O)=O.NCCc1c[nH]c2ccccc12>>CC12CCC(=O)N1CCc1c2[nH]c2ccccc12.O.O,rule-based-method,,[],
324,O=C1OCc2ccccc12.O=Cc1cccc(c1)C#N>>O=C1C(C(=O)c2ccccc12)c1cccc(c1)C#N,O=C1OCc2ccccc12.O=Cc1cccc(c1)C#N>>O=C1C(C(=O)c2ccccc12)c1cccc(c1)C#N.O,rule-based-method,,[],
325,CCOC(=O)C(=NOC)C(=O)CCl.OCCS>>CCOC(=O)C(=NOC)C1=CSCCO1,CCOC(=O)C(=NOC)C(=O)CCl.OCCS>>CCOC(=O)C(=NOC)C1=CSCCO1.[OH-].[H+].[H+].[Cl-],rule-based-method,,[],
326,CC(C)(C)OC(=O)NCC1CO1.Cc1ccc(N)cc1F.CN(C)C=O>>Cc1ccc(cc1F)N1CC(CNC(=O)OC(C)(C)C)OC1=O,CC(C)(C)OC(=O)NCC1CO1.Cc1ccc(N)cc1F.CN(C)C=O>>Cc1ccc(cc1F)N1CC(CNC(=O)OC(C)(C)C)OC1=O.CNC,mcs-based-method,,[],
327,[O-]C(=O)c1cc(Br)cnc1Cl.N>>NC(=O)c1cc(Br)cnc1Cl,[O-]C(=O)c1cc(Br)cnc1Cl.N>>NC(=O)c1cc(Br)cnc1Cl.[OH-],rule-based-method,,[],
328,COc1cc(Br)cc(CO)c1.[C-]#N>>COc1cc(CO)cc(c1)C#N,COc1cc(Br)cc(CO)c1.[C-]#N>>COc1cc(CO)cc(c1)C#N.[Br-],rule-based-method,,[],
329,CC1CN(C)CC(CN1Cc1ccccc1)[N+]([O-])=O.CC(O)=O>>CC1CN(C)CC(CN1Cc1ccccc1)NC(C)=O,CC1CN(C)CC(CN1Cc1ccccc1)[N+]([O-])=O.CC(O)=O.[H].[H].[H].[H].[H].[H]>>CC1CN(C)CC(CN1Cc1ccccc1)NC(C)=O.O.O.O,rule-based-method,,[],
330,CCCC[Sn](CCCC)(CCCC)C=C.Fc1ccccc1S(=O)(=O)c1ccc(Cl)nc1>>Fc1ccccc1S(=O)(=O)c1ccc(C=C)nc1,CCCC[Sn](CCCC)(CCCC)C=C.Fc1ccccc1S(=O)(=O)c1ccc(Cl)nc1>>Fc1ccccc1S(=O)(=O)c1ccc(C=C)nc1.CCCC[Sn](Cl)(CCCC)CCCC,mcs-based-method,,['default single bond'],
331,CCOC(=O)C(O)(CC(=C)c1cc(F)ccc1OC)C(F)(F)F.ICI>>CCOC(=O)C(O)(CC1(CC1)c1cc(F)ccc1OC)C(F)(F)F,CCOC(=O)C(O)(CC(=C)c1cc(F)ccc1OC)C(F)(F)F.ICI>>CCOC(=O)C(O)(CC1(CC1)c1cc(F)ccc1OC)C(F)(F)F.I.I,mcs-based-method,,[],
332,BrC(Br)(Br)Br.COCC1(CCO)CN(C(C)c2ccccc2)C(=O)C1>>COCC1(CCBr)CN(C(C)c2ccccc2)C(=O)C1,BrC(Br)(Br)Br.COCC1(CCO)CN(C(C)c2ccccc2)C(=O)C1>>COCC1(CCBr)CN(C(C)c2ccccc2)C(=O)C1.OC(Br)(Br)Br,mcs-based-method,,['default single bond'],
333,Brc1ccc(cc1)-c1ccc(=O)[nH]n1.[C-]#N>>O=c1ccc(n[nH]1)-c1ccc(cc1)C#N,Brc1ccc(cc1)-c1ccc(=O)[nH]n1.[C-]#N>>O=c1ccc(n[nH]1)-c1ccc(cc1)C#N.[Br-],rule-based-method,,[],
334,[C-]#N.CN1CCC(CC1)=C1c2ccccc2CCc2ccc(Br)cc12>>CN1CCC(CC1)=C1c2ccccc2CCc2ccc(cc12)C#N,[C-]#N.CN1CCC(CC1)=C1c2ccccc2CCc2ccc(Br)cc12>>CN1CCC(CC1)=C1c2ccccc2CCc2ccc(cc12)C#N.[Br-],rule-based-method,,[],
335,[O-]C=O.[NH4+].COC(=O)Cc1ccc(CC(=O)c2cccnc2)cc1>>COC(=O)Cc1ccc(CC(NC=O)c2cccnc2)cc1,[O-]C=O.[NH4+].COC(=O)Cc1ccc(CC(=O)c2cccnc2)cc1.[H].[H]>>COC(=O)Cc1ccc(CC(NC=O)c2cccnc2)cc1.O.O,rule-based-method,,[],
336,CC[Mg+].O=C(C1CCCN1Cc1ccccc1)N1CCCC1>>C(N1CCCC1C1(CC1)N1CCCC1)c1ccccc1,CC[Mg+].O=C(C1CCCN1Cc1ccccc1)N1CCCC1>>C(N1CCCC1C1(CC1)N1CCCC1)c1ccccc1.[OH-].[Mg+2],rule-based-method,,[],
337,NCCc1c[nH]c2ccccc12.O=C1OC(=O)c2ccccc12>>O=C1N(CCc2c[nH]c3ccccc23)C(=O)c2ccccc12,NCCc1c[nH]c2ccccc12.O=C1OC(=O)c2ccccc12>>O=C1N(CCc2c[nH]c3ccccc23)C(=O)c2ccccc12.O,rule-based-method,,[],
338,Cc1cccc(C)c1COc1cccc(c1)C(=O)CCC(O)=O.N>>Cc1cccc(C)c1COc1cccc(c1)C(=O)CCC(N)=O,Cc1cccc(C)c1COc1cccc(c1)C(=O)CCC(O)=O.N>>Cc1cccc(C)c1COc1cccc(c1)C(=O)CCC(N)=O.O,rule-based-method,,[],
339,CCOC(=O)C=C(OCC)OCC.COCOCc1csc(N)c1S(N)(=O)=O>>CCOC(=O)CC1=NS(=O)(=O)c2c(COCOC)csc2N1,CCOC(=O)C=C(OCC)OCC.COCOCc1csc(N)c1S(N)(=O)=O>>CCOC(=O)CC1=NS(=O)(=O)c2c(COCOC)csc2N1.CCO.CCO,mcs-based-method,,[],
340,NC1CC1.OS(Cl)(=O)=O.CC(C)c1ncc(-c2ccnc(Nc3ccccc3)n2)n1C>>CC(C)c1ncc(-c2ccnc(Nc3ccc(cc3)S(=O)(=O)NC3CC3)n2)n1C,NC1CC1.OS(Cl)(=O)=O.CC(C)c1ncc(-c2ccnc(Nc3ccccc3)n2)n1C>>CC(C)c1ncc(-c2ccnc(Nc3ccc(cc3)S(=O)(=O)NC3CC3)n2)n1C.[OH-].[H+].[H+].[Cl-],rule-based-method,,[],
341,OC(C(O)C(O)=O)C(O)=O.NCc1ccccc1>>OC1C(O)C(=O)N(Cc2ccccc2)C1=O,OC(C(O)C(O)=O)C(O)=O.NCc1ccccc1>>OC1C(O)C(=O)N(Cc2ccccc2)C1=O.O.O,rule-based-method,,[],
342,CC(C)c1cccc(C(C)C)c1N.O=C1OC(=O)c2ccccc12>>CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=O,CC(C)c1cccc(C(C)C)c1N.O=C1OC(=O)c2ccccc12>>CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=O.O,rule-based-method,,[],
343,ClC(=O)c1ccccc1.C=O.[K]C#N>>OC(C#N)C(=O)c1ccccc1,ClC(=O)c1ccccc1.C=O.[K]C#N>>OC(C#N)C(=O)c1ccccc1.[K+].[Cl-],rule-based-method,,[],
344,[NH4+].CC1(C)CC(CC(C)(C)C1)=C(c1ccc(O)cc1)c1ccc(cc1)C(O)=O>>CC1(C)CC(CC(C)(C)C1)=C(c1ccc(O)cc1)c1ccc(cc1)C(N)=O,[NH4+].CC1(C)CC(CC(C)(C)C1)=C(c1ccc(O)cc1)c1ccc(cc1)C(O)=O>>CC1(C)CC(CC(C)(C)C1)=C(c1ccc(O)cc1)c1ccc(cc1)C(N)=O.[OH-].[H+].[H+],rule-based-method,,[],
345,O=C1OCc2ccccc12.[O-][N+](=O)c1cccc(C=O)c1>>[O-][N+](=O)c1cccc(c1)C1C(=O)c2ccccc2C1=O,O=C1OCc2ccccc12.[O-][N+](=O)c1cccc(C=O)c1>>[O-][N+](=O)c1cccc(c1)C1C(=O)c2ccccc2C1=O.O,rule-based-method,,[],
346,CCc1sc(cc1-c1c(Br)cnn1C)C(=O)OC.CB1OB(C)OB(C)O1>>CCc1sc(cc1-c1c(C)cnn1C)C(=O)OC,CCc1sc(cc1-c1c(Br)cnn1C)C(=O)OC.CB1OB(C)OB(C)O1>>CCc1sc(cc1-c1c(C)cnn1C)C(=O)OC.CB1OB(C)OB(Br)O1,mcs-based-method,,['default single bond'],
347,CC(C)(C)c1ccc(cc1N)[N+]([O-])=O.Cl.[O-]N=O.[O-]S([O-])=O>>CC(C)(C)c1ccc(cc1S(Cl)(=O)=O)[N+]([O-])=O,CC(C)(C)c1ccc(cc1N)[N+]([O-])=O.Cl.[O-]N=O.[O-]S([O-])=O>>CC(C)(C)c1ccc(cc1S(Cl)(=O)=O)[N+]([O-])=O.[OH-].[OH-].[OH-].N#N,rule-based-method,,[],
348,OC(=O)CC(CC(O)=O)c1c(Cl)cccc1Cl.[NH4+]>>Clc1cccc(Cl)c1C1CC(=O)NC(=O)C1,OC(=O)CC(CC(O)=O)c1c(Cl)cccc1Cl.[NH4+]>>Clc1cccc(Cl)c1C1CC(=O)NC(=O)C1.[OH-].[OH-].[H+].[H+].[H+],rule-based-method,,[],
349,Nc1ccc-2c(Cc3cc(Br)ccc-23)c1.CCCCI>>CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(Br)cc12,Nc1ccc-2c(Cc3cc(Br)ccc-23)c1.CCCCI>>CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(Br)cc12,,,[],
350,CCOC(=O)c1cc(cnc1Br)C(Br)(Br)Br.CCO.O>>CCOC(=O)c1cnc(Br)c(c1)C(=O)OCC,CCOC(=O)c1cc(cnc1Br)C(Br)(Br)Br.CCO.O>>CCOC(=O)c1cnc(Br)c(c1)C(=O)OCC.[H+].[H+].[H+].[Br-].[Br-].[Br-],rule-based-method,,[],
351,CCOC(=O)CNS(=O)(=O)c1cnc(N)s1.C1CCC(CC1)NC1CCCCC1>>CCOC(=O)CNS(=O)(=O)c1cnc(NC(=O)N(C2CCCCC2)C2CCCCC2)s1,CCOC(=O)CNS(=O)(=O)c1cnc(N)s1.C1CCC(CC1)NC1CCCCC1>>CCOC(=O)CNS(=O)(=O)c1cnc(NC(=O)N(C2CCCCC2)C2CCCCC2)s1,,,[],
352,CCl.CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(N)c1.ClS(Cl)(=O)=O>>CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(NS(C)(=O)=O)c1,CCl.CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(N)c1.ClS(Cl)(=O)=O>>CC(C)S(=O)(=O)NCC(C)(F)c1ccc(cc1)-c1cccc(NS(C)(=O)=O)c1,,,[],
353,CC(C)(C)O.Cc1cccnc1C#N.O>>Cc1cccnc1C(=O)NC(C)(C)C,CC(C)(C)O.Cc1cccnc1C#N.O>>Cc1cccnc1C(=O)NC(C)(C)C.O,rule-based-method,,[],
354,CC(=O)CCC(O)=O.Cc1cc(C)c(N)cc1N>>CC1CCC(=O)N1c1cc(N)c(C)cc1C,CC(=O)CCC(O)=O.Cc1cc(C)c(N)cc1N.[H].[H]>>CC1CCC(=O)N1c1cc(N)c(C)cc1C.O.O,rule-based-method,,[],
355,CCOC(C)(OCC)OCC.NC12CC3CC(CC(C3)C1)C2.NC1CCCCC1>>CC(NC12CC3CC(CC(C3)C1)C2)=NC1CCCCC1,CCOC(C)(OCC)OCC.NC12CC3CC(CC(C3)C1)C2.NC1CCCCC1>>CC(NC12CC3CC(CC(C3)C1)C2)=NC1CCCCC1.CCOC(C)(O)OCC,mcs-based-method,,[],
356,ClC(Cl)=O.COc1c(N)cc(cc1NS(C)(=O)=O)C(C)(C)C.Nc1ccc(-n2ccc3cnccc23)c2ccccc12>>COc1c(NC(=O)Nc2ccc(-n3ccc4cnccc34)c3ccccc23)cc(cc1NS(C)(=O)=O)C(C)(C)C,ClC(Cl)=O.COc1c(N)cc(cc1NS(C)(=O)=O)C(C)(C)C.Nc1ccc(-n2ccc3cnccc23)c2ccccc12>>COc1c(NC(=O)Nc2ccc(-n3ccc4cnccc34)c3ccccc23)cc(cc1NS(C)(=O)=O)C(C)(C)C.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
357,NNc1ccncc1F.O=C1OC(=O)c2ccccc12>>Fc1cnccc1NN1C(=O)c2ccccc2C1=O,NNc1ccncc1F.O=C1OC(=O)c2ccccc12>>Fc1cnccc1NN1C(=O)c2ccccc2C1=O.O,rule-based-method,,[],
358,OC(=O)c1ccc(c(F)c1)[N+]([O-])=O.[NH4+]>>NC(=O)c1ccc(c(F)c1)[N+]([O-])=O,OC(=O)c1ccc(c(F)c1)[N+]([O-])=O.[NH4+]>>NC(=O)c1ccc(c(F)c1)[N+]([O-])=O.[OH-].[H+].[H+],rule-based-method,,[],
359,CCCC1(CC(=O)OCC)OCCc2c1[nH]c1c(C)c(cc(Br)c21)C(=O)OCc1ccccc1.[Cu]C#N>>CCCC1(CC(=O)OCC)OCCc2c1[nH]c1c(C)c(cc(C#N)c21)C(=O)OCc1ccccc1,CCCC1(CC(=O)OCC)OCCc2c1[nH]c1c(C)c(cc(Br)c21)C(=O)OCc1ccccc1.[Cu]C#N>>CCCC1(CC(=O)OCC)OCCc2c1[nH]c1c(C)c(cc(C#N)c21)C(=O)OCc1ccccc1.[Cu+].[Br-],rule-based-method,,[],
360,OC(=O)C=O.COc1ccc(C=C)cc1OC.Nc1ccccc1I>>COc1ccc(cc1OC)C1CC(Nc2c(I)cccc12)C(O)=O,OC(=O)C=O.COc1ccc(C=C)cc1OC.Nc1ccccc1I>>COc1ccc(cc1OC)C1CC(Nc2c(I)cccc12)C(O)=O.O,rule-based-method,,[],
361,ClCC=C.C[Si](C)(C)C#N.Clc1ccc(C=C(C#N)C#N)cn1>>Clc1ccc(cn1)C(C#N)C(CC=C)(C#N)C#N,ClCC=C.C[Si](C)(C)C#N.Clc1ccc(C=C(C#N)C#N)cn1>>Clc1ccc(cn1)C(C#N)C(CC=C)(C#N)C#N.C[Si](C)(C)Cl,mcs-based-method,,['default single bond'],
